QID,title,difficulty,categorySlug,topicTags
1763,Longest Nice Substring,Easy,algorithms,"hash-table,string,divide-and-conquer,bit-manipulation,sliding-window"
1764,Form Array by Concatenating Subarrays of Another Array,Medium,algorithms,"array,two-pointers,greedy,string-matching"
1765,Map of Highest Peak,Medium,algorithms,"array,breadth-first-search,matrix"
1766,Tree of Coprimes,Hard,algorithms,"array,math,tree,depth-first-search,number-theory"
1767,Find the Subtasks That Did Not Execute,Hard,database,database
1768,Merge Strings Alternately,Easy,algorithms,"two-pointers,string"
1769,Minimum Number of Operations to Move All Balls to Each Box,Medium,algorithms,"array,string,prefix-sum"
1770,Maximum Score from Performing Multiplication Operations,Hard,algorithms,"array,dynamic-programming"
1771,Maximize Palindrome Length From Subsequences,Hard,algorithms,"string,dynamic-programming"
1772,Sort Features by Popularity,Medium,algorithms,"array,hash-table,string,sorting"
1773,Count Items Matching a Rule,Easy,algorithms,"array,string"
1774,Closest Dessert Cost,Medium,algorithms,"array,dynamic-programming,backtracking"
1775,Equal Sum Arrays With Minimum Number of Operations,Medium,algorithms,"array,hash-table,greedy,counting"
1776,Car Fleet II,Hard,algorithms,"array,math,stack,heap-priority-queue,monotonic-stack"
1777,Product's Price for Each Store,Easy,database,database
1778,Shortest Path in a Hidden Grid,Medium,algorithms,"array,depth-first-search,breadth-first-search,matrix,interactive"
1779,Find Nearest Point That Has the Same X or Y Coordinate,Easy,algorithms,array
1780,Check if Number is a Sum of Powers of Three,Medium,algorithms,math
1781,Sum of Beauty of All Substrings,Medium,algorithms,"hash-table,string,counting"
1782,Count Pairs Of Nodes,Hard,algorithms,"array,hash-table,two-pointers,binary-search,graph,sorting,counting"
1783,Grand Slam Titles,Medium,database,database
1784,Check if Binary String Has at Most One Segment of Ones,Easy,algorithms,string
1785,Minimum Elements to Add to Form a Given Sum,Medium,algorithms,"array,greedy"
1786,Number of Restricted Paths From First to Last Node,Medium,algorithms,"dynamic-programming,graph,topological-sort,heap-priority-queue,shortest-path"
1787,Make the XOR of All Segments Equal to Zero,Hard,algorithms,"array,dynamic-programming,bit-manipulation"
1788,Maximize the Beauty of the Garden,Hard,algorithms,"array,hash-table,greedy,prefix-sum"
1789,Primary Department for Each Employee,Easy,database,database
1790,Check if One String Swap Can Make Strings Equal,Easy,algorithms,"hash-table,string,counting"
1791,Find Center of Star Graph,Easy,algorithms,graph
1792,Maximum Average Pass Ratio,Medium,algorithms,"array,greedy,heap-priority-queue"
1793,Maximum Score of a Good Subarray,Hard,algorithms,"array,two-pointers,binary-search,stack,monotonic-stack"
1794,Count Pairs of Equal Substrings With Minimum Difference,Medium,algorithms,"hash-table,string,greedy"
1795,Rearrange Products Table,Easy,database,database
1796,Second Largest Digit in a String,Easy,algorithms,"hash-table,string"
1797,Design Authentication Manager,Medium,algorithms,"hash-table,linked-list,design,doubly-linked-list"
1798,Maximum Number of Consecutive Values You Can Make,Medium,algorithms,"array,greedy,sorting"
1799,Maximize Score After N Operations,Hard,algorithms,"array,math,dynamic-programming,backtracking,bit-manipulation,number-theory,bitmask"
1800,Maximum Ascending Subarray Sum,Easy,algorithms,array
1801,Number of Orders in the Backlog,Medium,algorithms,"array,heap-priority-queue,simulation"
1802,Maximum Value at a Given Index in a Bounded Array,Medium,algorithms,"math,binary-search,greedy"
1803,Count Pairs With XOR in a Range,Hard,algorithms,"array,bit-manipulation,trie"
1804,Implement Trie II (Prefix Tree),Medium,algorithms,"hash-table,string,design,trie"
1805,Number of Different Integers in a String,Easy,algorithms,"hash-table,string"
1806,Minimum Number of Operations to Reinitialize a Permutation,Medium,algorithms,"array,math,simulation"
1807,Evaluate the Bracket Pairs of a String,Medium,algorithms,"array,hash-table,string"
1808,Maximize Number of Nice Divisors,Hard,algorithms,"math,recursion,number-theory"
1809,Ad-Free Sessions,Easy,database,database
1810,Minimum Path Cost in a Hidden Grid,Medium,algorithms,"array,depth-first-search,breadth-first-search,graph,heap-priority-queue,matrix,interactive,shortest-path"
1811,Find Interview Candidates,Medium,database,database
1812,Determine Color of a Chessboard Square,Easy,algorithms,"math,string"
1813,Sentence Similarity III,Medium,algorithms,"array,two-pointers,string"
1814,Count Nice Pairs in an Array,Medium,algorithms,"array,hash-table,math,counting"
1815,Maximum Number of Groups Getting Fresh Donuts,Hard,algorithms,"array,dynamic-programming,bit-manipulation,memoization,bitmask"
1816,Truncate Sentence,Easy,algorithms,"array,string"
1817,Finding the Users Active Minutes,Medium,algorithms,"array,hash-table"
1818,Minimum Absolute Sum Difference,Medium,algorithms,"array,binary-search,sorting,ordered-set"
1819,Number of Different Subsequences GCDs,Hard,algorithms,"array,math,counting,number-theory"
1820,Maximum Number of Accepted Invitations,Medium,algorithms,"array,depth-first-search,graph,matrix"
1821,Find Customers With Positive Revenue this Year,Easy,database,database
1822,Sign of the Product of an Array,Easy,algorithms,"array,math"
1823,Find the Winner of the Circular Game,Medium,algorithms,"array,math,recursion,queue,simulation"
1824,Minimum Sideway Jumps,Medium,algorithms,"array,dynamic-programming,greedy"
1825,Finding MK Average,Hard,algorithms,"design,queue,heap-priority-queue,data-stream,ordered-set"
1826,Faulty Sensor,Easy,algorithms,"array,two-pointers"
1827,Minimum Operations to Make the Array Increasing,Easy,algorithms,"array,greedy"
1828,Queries on Number of Points Inside a Circle,Medium,algorithms,"array,math,geometry"
1829,Maximum XOR for Each Query,Medium,algorithms,"array,bit-manipulation,prefix-sum"
1830,Minimum Number of Operations to Make String Sorted,Hard,algorithms,"math,string,combinatorics"
1831,Maximum Transaction Each Day,Medium,database,database
1832,Check if the Sentence Is Pangram,Easy,algorithms,"hash-table,string"
1833,Maximum Ice Cream Bars,Medium,algorithms,"array,greedy,sorting,counting-sort"
1834,Single-Threaded CPU,Medium,algorithms,"array,sorting,heap-priority-queue"
1835,Find XOR Sum of All Pairs Bitwise AND,Hard,algorithms,"array,math,bit-manipulation"
1836,Remove Duplicates From an Unsorted Linked List,Medium,algorithms,"hash-table,linked-list"
1837,Sum of Digits in Base K,Easy,algorithms,math
1838,Frequency of the Most Frequent Element,Medium,algorithms,"array,binary-search,greedy,sliding-window,sorting,prefix-sum"
1839,Longest Substring Of All Vowels in Order,Medium,algorithms,"string,sliding-window"
1840,Maximum Building Height,Hard,algorithms,"array,math,sorting"
1841,League Statistics,Medium,database,database
1842,Next Palindrome Using Same Digits,Hard,algorithms,"two-pointers,string"
1843,Suspicious Bank Accounts,Medium,database,database
1844,Replace All Digits with Characters,Easy,algorithms,string
1845,Seat Reservation Manager,Medium,algorithms,"design,heap-priority-queue"
1846,Maximum Element After Decreasing and Rearranging,Medium,algorithms,"array,greedy,sorting"
1847,Closest Room,Hard,algorithms,"array,binary-search,sorting,ordered-set"
1848,Minimum Distance to the Target Element,Easy,algorithms,array
1849,Splitting a String Into Descending Consecutive Values,Medium,algorithms,"string,backtracking,enumeration"
1850,Minimum Adjacent Swaps to Reach the Kth Smallest Number,Medium,algorithms,"two-pointers,string,greedy"
1851,Minimum Interval to Include Each Query,Hard,algorithms,"array,binary-search,line-sweep,sorting,heap-priority-queue"
1852,Distinct Numbers in Each Subarray,Medium,algorithms,"array,hash-table,sliding-window"
1853,Convert Date Format,Easy,database,database
1854,Maximum Population Year,Easy,algorithms,"array,counting,prefix-sum"
1855,Maximum Distance Between a Pair of Values,Medium,algorithms,"array,two-pointers,binary-search"
1856,Maximum Subarray Min-Product,Medium,algorithms,"array,stack,monotonic-stack,prefix-sum"
1857,Largest Color Value in a Directed Graph,Hard,algorithms,"hash-table,dynamic-programming,graph,topological-sort,memoization,counting"
1858,Longest Word With All Prefixes,Medium,algorithms,"array,string,depth-first-search,trie"
1859,Sorting the Sentence,Easy,algorithms,"string,sorting"
1860,Incremental Memory Leak,Medium,algorithms,"math,simulation"
1861,Rotating the Box,Medium,algorithms,"array,two-pointers,matrix"
1862,Sum of Floored Pairs,Hard,algorithms,"array,math,binary-search,prefix-sum"
1863,Sum of All Subset XOR Totals,Easy,algorithms,"array,math,backtracking,bit-manipulation,combinatorics,enumeration"
1864,Minimum Number of Swaps to Make the Binary String Alternating,Medium,algorithms,"string,greedy"
1865,Finding Pairs With a Certain Sum,Medium,algorithms,"array,hash-table,design"
1866,Number of Ways to Rearrange Sticks With K Sticks Visible,Hard,algorithms,"math,dynamic-programming,combinatorics"
1867,Orders With Maximum Quantity Above Average,Medium,database,database
1868,Product of Two Run-Length Encoded Arrays,Medium,algorithms,"array,two-pointers"
1869,Longer Contiguous Segments of Ones than Zeros,Easy,algorithms,string
1870,Minimum Speed to Arrive on Time,Medium,algorithms,"array,binary-search"
1871,Jump Game VII,Medium,algorithms,"string,dynamic-programming,sliding-window,prefix-sum"
1872,Stone Game VIII,Hard,algorithms,"array,math,dynamic-programming,prefix-sum,game-theory"
1873,Calculate Special Bonus,Easy,database,database
1874,Minimize Product Sum of Two Arrays,Medium,algorithms,"array,greedy,sorting"
1875,Group Employees of the Same Salary,Medium,database,database
1876,Substrings of Size Three with Distinct Characters,Easy,algorithms,"hash-table,string,sliding-window,counting"
1877,Minimize Maximum Pair Sum in Array,Medium,algorithms,"array,two-pointers,greedy,sorting"
1878,Get Biggest Three Rhombus Sums in a Grid,Medium,algorithms,"array,math,sorting,heap-priority-queue,matrix,prefix-sum"
1879,Minimum XOR Sum of Two Arrays,Hard,algorithms,"array,dynamic-programming,bit-manipulation,bitmask"
1880,Check if Word Equals Summation of Two Words,Easy,algorithms,string
1881,Maximum Value after Insertion,Medium,algorithms,"string,greedy"
1882,Process Tasks Using Servers,Medium,algorithms,"array,heap-priority-queue"
1883,Minimum Skips to Arrive at Meeting On Time,Hard,algorithms,"array,dynamic-programming"
1884,Egg Drop With 2 Eggs and N Floors,Medium,algorithms,"math,dynamic-programming"
1885,Count Pairs in Two Arrays,Medium,algorithms,"array,two-pointers,binary-search,sorting"
1886,Determine Whether Matrix Can Be Obtained By Rotation,Easy,algorithms,"array,matrix"
1887,Reduction Operations to Make the Array Elements Equal,Medium,algorithms,"array,sorting"
1888,Minimum Number of Flips to Make the Binary String Alternating,Medium,algorithms,"string,dynamic-programming,sliding-window"
1889,Minimum Space Wasted From Packaging,Hard,algorithms,"array,binary-search,sorting,prefix-sum"
1890,The Latest Login in 2020,Easy,database,database
1891,Cutting Ribbons,Medium,algorithms,"array,binary-search"
1892,Page Recommendations II,Hard,database,database
1893,Check if All the Integers in a Range Are Covered,Easy,algorithms,"array,hash-table,prefix-sum"
1894,Find the Student that Will Replace the Chalk,Medium,algorithms,"array,binary-search,simulation,prefix-sum"
1895,Largest Magic Square,Medium,algorithms,"array,matrix,prefix-sum"
1896,Minimum Cost to Change the Final Value of Expression,Hard,algorithms,"math,string,dynamic-programming,stack"
1897,Redistribute Characters to Make All Strings Equal,Easy,algorithms,"hash-table,string,counting"
1898,Maximum Number of Removable Characters,Medium,algorithms,"array,two-pointers,string,binary-search"
1899,Merge Triplets to Form Target Triplet,Medium,algorithms,"array,greedy"
1900,The Earliest and Latest Rounds Where Players Compete,Hard,algorithms,"dynamic-programming,memoization"
1901,Find a Peak Element II,Medium,algorithms,"array,binary-search,matrix"
1902,Depth of BST Given Insertion Order,Medium,algorithms,"array,tree,binary-search-tree,binary-tree,ordered-set"
1903,Largest Odd Number in String,Easy,algorithms,"math,string,greedy"
1904,The Number of Full Rounds You Have Played,Medium,algorithms,"math,string"
1905,Count Sub Islands,Medium,algorithms,"array,depth-first-search,breadth-first-search,union-find,matrix"
1906,Minimum Absolute Difference Queries,Medium,algorithms,"array,hash-table"
1907,Count Salary Categories,Medium,database,database
1908,Game of Nim,Medium,algorithms,"array,math,dynamic-programming,bit-manipulation,brainteaser,game-theory"
1909,Remove One Element to Make the Array Strictly Increasing,Easy,algorithms,array
1910,Remove All Occurrences of a Substring,Medium,algorithms,"string,stack,simulation"
1911,Maximum Alternating Subsequence Sum,Medium,algorithms,"array,dynamic-programming"
1912,Design Movie Rental System,Hard,algorithms,"array,hash-table,design,heap-priority-queue,ordered-set"
1913,Maximum Product Difference Between Two Pairs,Easy,algorithms,"array,sorting"
1914,Cyclically Rotating a Grid,Medium,algorithms,"array,matrix,simulation"
1915,Number of Wonderful Substrings,Medium,algorithms,"hash-table,string,bit-manipulation,prefix-sum"
1916,Count Ways to Build Rooms in an Ant Colony,Hard,algorithms,"math,dynamic-programming,tree,graph,topological-sort,combinatorics"
1917,Leetcodify Friends Recommendations,Hard,database,database
1918,Kth Smallest Subarray Sum,Medium,algorithms,"array,binary-search,sliding-window"
1919,Leetcodify Similar Friends,Hard,database,database
1920,Build Array from Permutation,Easy,algorithms,"array,simulation"
1921,Eliminate Maximum Number of Monsters,Medium,algorithms,"array,greedy,sorting"
1922,Count Good Numbers,Medium,algorithms,"math,recursion"
1923,Longest Common Subpath,Hard,algorithms,"array,binary-search,rolling-hash,suffix-array,hash-function"
1924,Erect the Fence II,Hard,algorithms,"array,math,geometry"
1925,Count Square Sum Triples,Easy,algorithms,"math,enumeration"
1926,Nearest Exit from Entrance in Maze,Medium,algorithms,"array,breadth-first-search,matrix"
1927,Sum Game,Medium,algorithms,"math,string,greedy,game-theory"
1928,Minimum Cost to Reach Destination in Time,Hard,algorithms,"array,dynamic-programming,graph"
1929,Concatenation of Array,Easy,algorithms,"array,simulation"
1930,Unique Length-3 Palindromic Subsequences,Medium,algorithms,"hash-table,string,bit-manipulation,prefix-sum"
1931,Painting a Grid With Three Different Colors,Hard,algorithms,dynamic-programming
1932,Merge BSTs to Create Single BST,Hard,algorithms,"hash-table,binary-search,tree,depth-first-search,binary-tree"
1933,Check if String Is Decomposable Into Value-Equal Substrings,Easy,algorithms,string
1934,Confirmation Rate,Medium,database,database
1935,Maximum Number of Words You Can Type,Easy,algorithms,"hash-table,string"
1936,Add Minimum Number of Rungs,Medium,algorithms,"array,greedy"
1937,Maximum Number of Points with Cost,Medium,algorithms,"array,dynamic-programming,matrix"
1938,Maximum Genetic Difference Query,Hard,algorithms,"array,hash-table,bit-manipulation,depth-first-search,trie"
1939,Users That Actively Request Confirmation Messages,Easy,database,database
1940,Longest Common Subsequence Between Sorted Arrays,Medium,algorithms,"array,hash-table,counting"
1941,Check if All Characters Have Equal Number of Occurrences,Easy,algorithms,"hash-table,string,counting"
1942,The Number of the Smallest Unoccupied Chair,Medium,algorithms,"array,hash-table,heap-priority-queue"
1943,Describe the Painting,Medium,algorithms,"array,hash-table,sorting,prefix-sum"
1944,Number of Visible People in a Queue,Hard,algorithms,"array,stack,monotonic-stack"
1945,Sum of Digits of String After Convert,Easy,algorithms,"string,simulation"
1946,Largest Number After Mutating Substring,Medium,algorithms,"array,string,greedy"
1947,Maximum Compatibility Score Sum,Medium,algorithms,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
1948,Delete Duplicate Folders in System,Hard,algorithms,"array,hash-table,string,trie,hash-function"
1949,Strong Friendship,Medium,database,database
1950,Maximum of Minimum Values in All Subarrays,Medium,algorithms,"array,stack,monotonic-stack"
1951,All the Pairs With the Maximum Number of Common Followers,Medium,database,database
1952,Three Divisors,Easy,algorithms,"math,enumeration,number-theory"
1953,Maximum Number of Weeks for Which You Can Work,Medium,algorithms,"array,greedy"
1954,Minimum Garden Perimeter to Collect Enough Apples,Medium,algorithms,"math,binary-search"
1955,Count Number of Special Subsequences,Hard,algorithms,"array,dynamic-programming"
1956,Minimum Time For K Virus Variants to Spread,Hard,algorithms,"array,math,binary-search,geometry,enumeration"
1957,Delete Characters to Make Fancy String,Easy,algorithms,string
1958,Check if Move is Legal,Medium,algorithms,"array,matrix,enumeration"
1959,Minimum Total Space Wasted With K Resizing Operations,Medium,algorithms,"array,dynamic-programming"
1960,Maximum Product of the Length of Two Palindromic Substrings,Hard,algorithms,"string,rolling-hash,hash-function"
1961,Check If String Is a Prefix of Array,Easy,algorithms,"array,two-pointers,string"
1962,Remove Stones to Minimize the Total,Medium,algorithms,"array,greedy,heap-priority-queue"
1963,Minimum Number of Swaps to Make the String Balanced,Medium,algorithms,"two-pointers,string,stack,greedy"
1964,Find the Longest Valid Obstacle Course at Each Position,Hard,algorithms,"array,binary-search,binary-indexed-tree"
1965,Employees With Missing Information,Easy,database,database
1966,Binary Searchable Numbers in an Unsorted Array,Medium,algorithms,"array,binary-search"
1967,Number of Strings That Appear as Substrings in Word,Easy,algorithms,"array,string"
1968,Array With Elements Not Equal to Average of Neighbors,Medium,algorithms,"array,greedy,sorting"
1969,Minimum Non-Zero Product of the Array Elements,Medium,algorithms,"math,greedy,recursion"
1970,Last Day Where You Can Still Cross,Hard,algorithms,"array,binary-search,depth-first-search,breadth-first-search,union-find,matrix"
1971,Find if Path Exists in Graph,Easy,algorithms,"depth-first-search,breadth-first-search,union-find,graph"
1972,First and Last Call On the Same Day,Hard,database,database
1973,Count Nodes Equal to Sum of Descendants,Medium,algorithms,"tree,depth-first-search,binary-tree"
1974,Minimum Time to Type Word Using Special Typewriter,Easy,algorithms,"string,greedy"
1975,Maximum Matrix Sum,Medium,algorithms,"array,greedy,matrix"
1976,Number of Ways to Arrive at Destination,Medium,algorithms,"dynamic-programming,graph,topological-sort,shortest-path"
1977,Number of Ways to Separate Numbers,Hard,algorithms,"string,dynamic-programming,suffix-array"
1978,Employees Whose Manager Left the Company,Easy,database,database
1979,Find Greatest Common Divisor of Array,Easy,algorithms,"array,math,number-theory"
1980,Find Unique Binary String,Medium,algorithms,"array,hash-table,string,backtracking"
1981,Minimize the Difference Between Target and Chosen Elements,Medium,algorithms,"array,dynamic-programming,matrix"
1982,Find Array Given Subset Sums,Hard,algorithms,"array,divide-and-conquer"
1983,Widest Pair of Indices With Equal Range Sum,Medium,algorithms,"array,hash-table,prefix-sum"
1984,Minimum Difference Between Highest and Lowest of K Scores,Easy,algorithms,"array,sliding-window,sorting"
1985,Find the Kth Largest Integer in the Array,Medium,algorithms,"array,string,divide-and-conquer,sorting,heap-priority-queue,quickselect"
1986,Minimum Number of Work Sessions to Finish the Tasks,Medium,algorithms,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
1987,Number of Unique Good Subsequences,Hard,algorithms,"string,dynamic-programming"
1988,Find Cutoff Score for Each School,Medium,database,database
1989,Maximum Number of People That Can Be Caught in Tag,Medium,algorithms,"array,greedy"
1990,Count the Number of Experiments,Medium,database,database
1991,Find the Middle Index in Array,Easy,algorithms,"array,prefix-sum"
1992,Find All Groups of Farmland,Medium,algorithms,"array,depth-first-search,breadth-first-search,matrix"
1993,Operations on Tree,Medium,algorithms,"array,hash-table,tree,depth-first-search,breadth-first-search,design"
1994,The Number of Good Subsets,Hard,algorithms,"array,hash-table,math,dynamic-programming,bit-manipulation,counting,number-theory,bitmask"
1995,Count Special Quadruplets,Easy,algorithms,"array,hash-table,enumeration"
1996,The Number of Weak Characters in the Game,Medium,algorithms,"array,stack,greedy,sorting,monotonic-stack"
1997,First Day Where You Have Been in All the Rooms,Medium,algorithms,"array,dynamic-programming"
1998,GCD Sort of an Array,Hard,algorithms,"array,math,union-find,sorting,number-theory"
1999,Smallest Greater Multiple Made of Two Digits,Medium,algorithms,"math,enumeration"
2000,Reverse Prefix of Word,Easy,algorithms,"two-pointers,string,stack"
2001,Number of Pairs of Interchangeable Rectangles,Medium,algorithms,"array,hash-table,math,counting,number-theory"
2002,Maximum Product of the Length of Two Palindromic Subsequences,Medium,algorithms,"string,dynamic-programming,backtracking,bit-manipulation,bitmask"
2003,Smallest Missing Genetic Value in Each Subtree,Hard,algorithms,"dynamic-programming,tree,depth-first-search,union-find"
2004,The Number of Seniors and Juniors to Join the Company,Hard,database,database
2005,Subtree Removal Game with Fibonacci Tree,Hard,algorithms,"math,dynamic-programming,tree,binary-tree,game-theory"
2006,Count Number of Pairs With Absolute Difference K,Easy,algorithms,"array,hash-table,counting"
2007,Find Original Array From Doubled Array,Medium,algorithms,"array,hash-table,greedy,sorting"
2008,Maximum Earnings From Taxi,Medium,algorithms,"array,hash-table,binary-search,dynamic-programming,sorting"
2009,Minimum Number of Operations to Make Array Continuous,Hard,algorithms,"array,hash-table,binary-search,sliding-window"
2010,The Number of Seniors and Juniors to Join the Company II,Hard,database,database
2011,Final Value of Variable After Performing Operations,Easy,algorithms,"array,string,simulation"
2012,Sum of Beauty in the Array,Medium,algorithms,array
2013,Detect Squares,Medium,algorithms,"array,hash-table,design,counting"
2014,Longest Subsequence Repeated k Times,Hard,algorithms,"string,backtracking,greedy,counting,enumeration"
2015,Average Height of Buildings in Each Segment,Medium,algorithms,"array,greedy,sorting,heap-priority-queue"
2016,Maximum Difference Between Increasing Elements,Easy,algorithms,array
2017,Grid Game,Medium,algorithms,"array,matrix,prefix-sum"
2018,Check if Word Can Be Placed In Crossword,Medium,algorithms,"array,matrix,enumeration"
2019,The Score of Students Solving Math Expression,Hard,algorithms,"array,hash-table,math,string,dynamic-programming,stack,memoization"
2020,Number of Accounts That Did Not Stream,Medium,database,database
2021,Brightest Position on Street,Medium,algorithms,"array,sorting,prefix-sum,ordered-set"
2022,Convert 1D Array Into 2D Array,Easy,algorithms,"array,matrix,simulation"
2023,Number of Pairs of Strings With Concatenation Equal to Target,Medium,algorithms,"array,hash-table,string,counting"
2024,Maximize the Confusion of an Exam,Medium,algorithms,"string,binary-search,sliding-window,prefix-sum"
2025,Maximum Number of Ways to Partition an Array,Hard,algorithms,"array,hash-table,counting,enumeration,prefix-sum"
2026,Low-Quality Problems,Easy,database,database
2027,Minimum Moves to Convert String,Easy,algorithms,"string,greedy"
2028,Find Missing Observations,Medium,algorithms,"array,math,simulation"
2029,Stone Game IX,Medium,algorithms,"array,math,greedy,counting,game-theory"
2030,Smallest K-Length Subsequence With Occurrences of a Letter,Hard,algorithms,"string,stack,greedy,monotonic-stack"
2031,Count Subarrays With More Ones Than Zeros,Medium,algorithms,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set"
2032,Two Out of Three,Easy,algorithms,"array,hash-table,bit-manipulation"
2033,Minimum Operations to Make a Uni-Value Grid,Medium,algorithms,"array,math,sorting,matrix"
2034,Stock Price Fluctuation ,Medium,algorithms,"hash-table,design,heap-priority-queue,data-stream,ordered-set"
2035,Partition Array Into Two Arrays to Minimize Sum Difference,Hard,algorithms,"array,two-pointers,binary-search,dynamic-programming,bit-manipulation,ordered-set,bitmask"
2036,Maximum Alternating Subarray Sum,Medium,algorithms,"array,dynamic-programming"
2037,Minimum Number of Moves to Seat Everyone,Easy,algorithms,"array,greedy,sorting,counting-sort"
2038,Remove Colored Pieces if Both Neighbors are the Same Color,Medium,algorithms,"math,string,greedy,game-theory"
2039,The Time When the Network Becomes Idle,Medium,algorithms,"array,breadth-first-search,graph"
2040,Kth Smallest Product of Two Sorted Arrays,Hard,algorithms,"array,binary-search"
2041,Accepted Candidates From the Interviews,Medium,database,database
2042,Check if Numbers Are Ascending in a Sentence,Easy,algorithms,string
2043,Simple Bank System,Medium,algorithms,"array,hash-table,design,simulation"
2044,Count Number of Maximum Bitwise-OR Subsets,Medium,algorithms,"array,backtracking,bit-manipulation,enumeration"
2045,Second Minimum Time to Reach Destination,Hard,algorithms,"breadth-first-search,graph,shortest-path"
2046,Sort Linked List Already Sorted Using Absolute Values,Medium,algorithms,"linked-list,two-pointers,sorting"
2047,Number of Valid Words in a Sentence,Easy,algorithms,string
2048,Next Greater Numerically Balanced Number,Medium,algorithms,"hash-table,math,backtracking,counting,enumeration"
2049,Count Nodes With the Highest Score,Medium,algorithms,"array,tree,depth-first-search,binary-tree"
2050,Parallel Courses III,Hard,algorithms,"array,dynamic-programming,graph,topological-sort"
2051,The Category of Each Member in the Store,Medium,database,database
2052,Minimum Cost to Separate Sentence Into Rows,Medium,algorithms,"array,dynamic-programming"
2053,Kth Distinct String in an Array,Easy,algorithms,"array,hash-table,string,counting"
2054,Two Best Non-Overlapping Events,Medium,algorithms,"array,binary-search,dynamic-programming,sorting,heap-priority-queue"
2055,Plates Between Candles,Medium,algorithms,"array,string,binary-search,prefix-sum"
2056,Number of Valid Move Combinations On Chessboard,Hard,algorithms,"array,string,backtracking,simulation"
2057,Smallest Index With Equal Value,Easy,algorithms,array
2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,Medium,algorithms,linked-list
2059,Minimum Operations to Convert Number,Medium,algorithms,"array,breadth-first-search"
2060,Check if an Original String Exists Given Two Encoded Strings,Hard,algorithms,"string,dynamic-programming"
2061,Number of Spaces Cleaning Robot Cleaned,Medium,algorithms,"array,matrix,simulation"
2062,Count Vowel Substrings of a String,Easy,algorithms,"hash-table,string"
2063,Vowels of All Substrings,Medium,algorithms,"math,string,dynamic-programming,combinatorics"
2064,Minimized Maximum of Products Distributed to Any Store,Medium,algorithms,"array,binary-search,greedy"
2065,Maximum Path Quality of a Graph,Hard,algorithms,"array,backtracking,graph"
2066,Account Balance,Medium,database,database
2067,Number of Equal Count Substrings,Medium,algorithms,"hash-table,string,sliding-window,counting"
2068,Check Whether Two Strings are Almost Equivalent,Easy,algorithms,"hash-table,string,counting"
2069,Walking Robot Simulation II,Medium,algorithms,"design,simulation"
2070,Most Beautiful Item for Each Query,Medium,algorithms,"array,binary-search,sorting"
2071,Maximum Number of Tasks You Can Assign,Hard,algorithms,"array,two-pointers,binary-search,greedy,queue,sorting,monotonic-queue"
2072,The Winner University,Easy,database,database
2073,Time Needed to Buy Tickets,Easy,algorithms,"array,queue,simulation"
2074,Reverse Nodes in Even Length Groups,Medium,algorithms,linked-list
2075,Decode the Slanted Ciphertext,Medium,algorithms,"string,simulation"
2076,Process Restricted Friend Requests,Hard,algorithms,"union-find,graph"
2077,Paths in Maze That Lead to Same Room,Medium,algorithms,graph
2078,Two Furthest Houses With Different Colors,Easy,algorithms,"array,greedy"
2079,Watering Plants,Medium,algorithms,"array,simulation"
2080,Range Frequency Queries,Medium,algorithms,"array,hash-table,binary-search,design,segment-tree"
2081,Sum of k-Mirror Numbers,Hard,algorithms,"math,enumeration"
2082,The Number of Rich Customers,Easy,database,database
2083,Substrings That Begin and End With the Same Letter,Medium,algorithms,"hash-table,math,string,counting,prefix-sum"
2084,Drop Type 1 Orders for Customers With Type 0 Orders,Medium,database,database
2085,Count Common Words With One Occurrence,Easy,algorithms,"array,hash-table,string,counting"
2086,Minimum Number of Food Buckets to Feed the Hamsters,Medium,algorithms,"string,dynamic-programming,greedy"
2087,Minimum Cost Homecoming of a Robot in a Grid,Medium,algorithms,"array,greedy"
2088,Count Fertile Pyramids in a Land,Hard,algorithms,"array,dynamic-programming,matrix"
2089,Find Target Indices After Sorting Array,Easy,algorithms,"array,binary-search,sorting"
2090,K Radius Subarray Averages,Medium,algorithms,"array,sliding-window"
2091,Removing Minimum and Maximum From Array,Medium,algorithms,"array,greedy"
2092,Find All People With Secret,Hard,algorithms,"depth-first-search,breadth-first-search,union-find,graph,sorting"
2093,Minimum Cost to Reach City With Discounts,Medium,algorithms,"graph,heap-priority-queue,shortest-path"
2094,Finding 3-Digit Even Numbers,Easy,algorithms,"array,hash-table,sorting,enumeration"
2095,Delete the Middle Node of a Linked List,Medium,algorithms,"linked-list,two-pointers"
2096,Step-By-Step Directions From a Binary Tree Node to Another,Medium,algorithms,"string,tree,depth-first-search,binary-tree"
2097,Valid Arrangement of Pairs,Hard,algorithms,"depth-first-search,graph,eulerian-circuit"
2098,Subsequence of Size K With the Largest Even Sum,Medium,algorithms,"array,greedy,sorting"
2099,Find Subsequence of Length K With the Largest Sum,Easy,algorithms,"array,hash-table,sorting,heap-priority-queue"
2100,Find Good Days to Rob the Bank,Medium,algorithms,"array,dynamic-programming,prefix-sum"
2101,Detonate the Maximum Bombs,Medium,algorithms,"array,math,depth-first-search,breadth-first-search,graph,geometry"
2102,Sequentially Ordinal Rank Tracker,Hard,algorithms,"design,heap-priority-queue,data-stream,ordered-set"
